国内电视,#genre#
CCTV-10,http://223.110.241.139:6610/gitv/live1/G_CCTV-10-HQ/G_CCTV-10-HQ/#http://183.207.249.34:80/PLTV/4/224/3221227317/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlz8gqXYszxJXTww4r47BQdS0%2BwWipdMTdABhAgmyZ6eCInWD67wgTAJXs%2BSwz%2Bx%2FLkCoEZ3dZ21EH%2FtSLVLC7%2FHA%3D%3D%3A20180401121212%2C18851042983%2C112.25.46.67%2C20180401121212%2CG_CCTV-10-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=4344#http://112.17.40.140/PLTV/88888888/224/3221226199/index.m3u8#http://101.75.248.85/cache.ott.bestlive.itv.cmvideo.cn:80/000000001000/9092756522938817434/index.m3u8?channel-id=bestzb&Contentid=9092756522938817434&livemode=1&stbId=004003FF0029452831008422F155922C&userToken=22da83031e59d012e61af366ad30871e02vv&usergroup=g02020000000&version=1.0&owaccmark=9092756522938817434&owchid=bestzb&owsid=4493204831455231193&AuthInfo=gcH3ssn3REG54mXPerWCi56XJ2Urs2SNIGZ7J0zskzvi8i3cj6671FT1ZAhLU6JQT9a3V5n9/ymys6jXVSm7WvZDIeu/1lLHoO5qp40pjmytLJWpd9ZXTmmM59QP6yvU#http://112.17.40.140/PLTV/88888888/224/3221226472/index.m3u8
CCTV-11,http://223.110.245.169:80/PLTV/4/224/3221227384/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlz8gqXYszxJXTww4r47BQdS0%2BwWipdMTdABhAgmyZ6eCIburiQ3nf8nBwU5Yl3nbAQ3MzF%2BeJUfOz5u0gFlvWZLA%3D%3D%3A20180401121234%2C18851042983%2C112.25.46.67%2C20180401121234%2CG_CCTV-11-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=43#http://223.110.241.203:6610/gitv/live1/G_CCTV-11-HQ/G_CCTV-11-HQ#http://112.17.40.140/PLTV/88888888/224/3221226554/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226560/index.m3u8#http://223.110.242.130:6610/gitv/live1/G_CCTV-11-HQ/G_CCTV-11-HQ/#http://223.110.241.139:6610/gitv/live1/G_CCTV-11-HQ/G_CCTV-11-HQ#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225815/1.m3u8
CCTV-12,http://223.110.241.204:6610/cntv/live1/cctv-12/cctv-12#http://112.17.40.140/PLTV/88888888/224/3221226167/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226563/index.m3u8#http://223.110.241.139:6610/gitv/live1/CCTV-12/CCTV-12/#http://183.207.249.5:80/PLTV/4/224/3221225803/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlz8gqXYszxJXTww4r47BQdS0%2BwWipdMTdABhAgmyZ6eCL1wpp%2Bwzf6gHZPd4VIxoe3FEsznW2IF48%2BdbgFFs7omg%3D%3D%3A20180401121308%2C18851042983%2C112.25.46.67%2C20180401121308%2CCCTV-12%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=724
CCTV-13,http://39.135.36.142:18890/000000001000/1000000002000021303/1.m3u8?channel-idu003dystenliveu0026Contentidu003d1000000002000021303u0026livemodeu003d1u0026stbIdu003d005203FF000360100001001A34C0CD33u0026userTokenu003dbd8bb70bdb2b54bd84b587dffa024f7621vvu0026usergroupu003dg21077200000u0026versionu003d1.0u0026owaccmarku003d1000000002000021303u0026owchidu003dystenliveu0026owsidu003d1106497909461172796u0026AuthInfou003dyOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjht3HVAbnHsmZNUh9hfpXto6CyOW1rkA%2biXZhxwyg0QWyFIN7oKbswdBdf7iWy8vlE#http://223.110.241.139:6610/gitv/live1/G_CCTV-13-HQ/G_CCTV-13-HQ/#http://183.207.249.36:80/PLTV/4/224/3221227387/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlz8gqXYszxJXTww4r47BQdS0%2BwWipdMTdABhAgmyZ6eCJfP0Ac3td%2FOmE852rVD7h16CRgd6UpNLMSQENGhXOBYw%3D%3D%3A20180401121342%2C18851042983%2C112.25.46.67%2C20180401121342%2CG_CCTV-13-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=4364#http://223.110.241.203:6610/gitv/live1/G_CCTV-13-HQ/G_CCTV-13-HQ
CCTV-14,http://101.75.248.85/cache.ott.bestlive.itv.cmvideo.cn:80/000000001000/4698841642605267773/index.m3u8?channel-id=bestzb&Contentid=4698841642605267773&livemode=1&stbId=004003FF0054805450008422F156021C&userToken=22da83031e59d012e61af366ad30871e02vv&usergroup=g02020000000&version=1.0&owaccmark=4698841642605267773&owchid=bestzb&owsid=4493204831455266368&AuthInfo=hZkn3vHGhq4VvDzmzr4iVEHqo+vzF6rKA+8OSN8w0NBeBAiwbiztWgyQwzn8jrXqRnTn9qssoyuTaz8kN6jS4cYG4Wtqw/9GA6z30f3PSa2RbGYR9aFXtJD4jiOxxIfw#http://112.17.40.140/PLTV/88888888/224/3221226565/index.m3u8#http://223.110.241.139:6610/gitv/live1/G_CCTV-14/G_CCTV-14/#http://183.207.249.12:80/PLTV/4/224/3221225813/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlz8gqXYszxJXTww4r47BQdS0%2BwWipdMTdABhAgmyZ6eCK%2BPU5cjC0EvJRlcKkP6HOkD9g3LOX7Hv2PAtoZmE79Uw%3D%3D%3A20180401121628%2C18851042983%2C112.25.46.67%2C20180401121628%2CG_CCTV-14%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=784
CCTV-15,http://112.50.243.8/PLTV/88888888/224/3221225818/1.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226556/index.m3u8#http://223.110.241.139:6610/gitv/live1/G_CCTV-15/G_CCTV-15#http://183.207.249.5:80/PLTV/4/224/3221225817/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlz8gqXYszxJXTww4r47BQdS0%2BwWipdMTdABhAgmyZ6eCIgvOgEa4MdLqFYAk5s3cKBzZeiBmQJPXTVqa0J4bRcWg%3D%3D%3A20180401121717%2C18851042983%2C112.25.46.67%2C20180401121717%2CG_CCTV-15%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=724#http://223.110.241.139:6610/gitv/live1/G_CCTV-15/G_CCTV-15/#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225818/1.m3u8
CCTV17-农业,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226841/index.m3u8#http://39.135.36.140:18890/000000001000/1000000005000056836/1.m3u8?channel-id=ystenlive&Contentid=1000000005000056836&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000005000056836&owchid=ystenlive&owsid=1106497909461196027&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE6skxOPttMtBQzbEMb71jMrM9bNA5sjuldmGASVEj1FB1TOzqCEWAK6w%2fJbtYz8kEYu99sUSfTSd48Av%2fzOzjC1#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226990/1.m3u8
CCTV-NEWS,http://223.110.241.139:6610/gitv/live1/G_CCTV-NEWS/G_CCTV-NEWS/
CETV1,http://huaweicdn.hb.chinamobile.com/PLTV/2510088/224/3221225910/3.m3u8
CETV-2,http://223.110.241.139:6610/gitv/live1/G_CETV-2/G_CETV-2/
CETV-3,http://223.110.241.139:6610/gitv/live1/G_CETV-3/G_CETV-3/
CETV-4,http://223.110.241.139:6610/gitv/live1/G_CETV-4/G_CETV-4/
东方卫视,http://223.110.241.139:6610/gitv/live1/G_DONGFANG-CQ/G_DONGFANG-CQ#http://223.110.243.138/ott.js.chinamobile.com/PLTV/3/224/3221227208/index.m3u8#http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221227396/index.m3u8#http://39.135.17.183:6610/PLTV/88888888/224/3221225752/1/1000.m3u8#http://183.207.249.7:80/PLTV/4/224/3221227396/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdABhAgmyZ6eCJfc3xl4peUxp6SPtEv191rq4z5xJUSPt7vbuG98peHgA%3D%3D%3A20180401122046%2C18851042983%2C112.25.7.202%2C20180401122046%2CG_DONGFANG-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=744#http://112.17.40.140/PLTV/88888888/224/3221226142/index.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221225976/index.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226187/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225735/index.m3u8#http://223.110.245.170/ott.js.chinamobile.com/PLTV/3/224/3221227208/index.m3u8#http://ott.js.chinamobile.com/PLTV/3/224/3221227597/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226549/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226581/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225700/index.m3u8#http://223.110.241.139:6610/gitv/live1/G_DONGFANG/G_DONGFANG/#http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226168/index.m3u8
浙江卫视,http://huaweicdn.hb.chinamobile.com/PLTV/2510088/224/3221225899/3.m3u8#http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221227393/index.m3u8#http://223.110.243.173/PLTV/3/224/3221227215/index.m3u8#http://183.207.249.34:80/PLTV/4/224/3221227393/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdABhAgmyZ6eCJ%2Fb%2BJscnIubeK8XGVHoOOSCX%2BQO3F9WBhfsy%2Ft%2B2PyqQ%3D%3D%3A20180401122600%2C18851042983%2C112.25.7.202%2C20180401122600%2CG_ZHEJIANG-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=4344#http://ivi.bupt.edu.cn/hls/zjhd.m3u8#http://39.135.17.183:6610/PLTV/88888888/224/3221225780/1/1000.m3u8#http://223.110.241.139:6610/gitv/live1/G_ZHEJIANG-CQ/G_ZHEJIANG-CQ/#http://111.40.205.87/PLTV/88888888/224/3221225612/index.m3u8#http://ott.js.chinamobile.com/PLTV/3/224/3221225544/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226474/index.m3u8#http://223.110.241.139:6610/gitv/live1/G_ZHEJIANG/G_ZHEJIANG/#http://yf-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8?k=7e9de3ece952fb82ea1cfe50b0c86431&t=1577116852#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225825/1.m3u8
湖南卫视,http://223.110.245.170/ott.js.chinamobile.com/PLTV/3/224/3221227191/index.m3u8#http://huaweicdn.hb.chinamobile.com/PLTV/2510088/224/3221225892/3.m3u8#http://223.110.245.168:80/PLTV/4/224/3221227320/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=18851042983-8C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdABhAgmyZ6eCInHWFxcrFmvuJWNAVngpA%2BhJUfhG5b8ph7R%2Fk1sRD6%2Fw%3D%3D%3A20180401121949%2C18851042983%2C112.25.7.202%2C20180401121949%2CG_HUNAN-HQ%2C1B4CEFC7EE6192335ED71DF86C50D75E%2C%2C0%2C1%2C-1%2C%2C2%2C2000007279%2C2%2C-3%2C2%2CEND&GuardEncType=2&servicetype=1&icpid=88888888&from=5&hms_devid=43#http://112.17.40.140/PLTV/88888888/224/3221226553/index.m3u8#http://ivi.bupt.edu.cn/hls/hunanhd.m3u8#http://39.135.17.183:6610/PLTV/88888888/224/3221225778/1/1000.m3u8#http://223.110.241.139:6610/gitv/live1/G_HUNAN-CQ/G_HUNAN-CQ/#http://112.17.40.140/PLTV/88888888/224/3221226162/index.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221225981/index.m3u8#http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226144/index.m3u8#http://111.40.205.87/PLTV/88888888/224/3221225610/index.m3u8#http://ott.js.chinamobile.com/PLTV/3/224/3221227482/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226569/index.m3u8#http://223.110.241.139:6610/gitv/live1/G_HUNAN/G_HUNAN/#http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226161/index.m3u8
